Label,Text
Hipotireoidismo (pós-operatória),"Sinais e sintomas: palpitações, síncope, tontura, edema de membros inferiores, dor torácica."
Hipotireoidismo (idiopática),"Manifesta-se com tontura, palpitações, dor torácica, síncope, edema de membros inferiores."
Hipotireoidismo (grave),"Manifesta-se com falta de ar ao esforço, síncope, dor torácica."
Hipotireoidismo (leve),"Sinais e sintomas: tontura, falta de ar ao esforço, edema de membros inferiores."
Hipotireoidismo (moderada),"Acometido por edema de membros inferiores, tontura, síncope, palpitações, falta de ar ao esforço."
Hipotireoidismo (focal),"Inclui síncope, tontura, palpitações, dor torácica, falta de ar ao esforço."
Hipotireoidismo (sistêmica),"Manifesta-se com síncope, edema de membros inferiores, tontura, palpitações, falta de ar ao esforço, dor torácica."
Hipotireoidismo (exacerbada),"Caracteriza-se por edema de membros inferiores, síncope, falta de ar ao esforço, dor torácica."
Hipotireoidismo (controlada),"Caracteriza-se por edema de membros inferiores, palpitações, síncope, falta de ar ao esforço, dor torácica, tontura."
Hipotireoidismo (mal controlada),"Manifesta-se com palpitações, dor torácica, falta de ar ao esforço, edema de membros inferiores."
Hipotireoidismo (associada a imunossupressão),"Caracteriza-se por tontura, palpitações, dor torácica, falta de ar ao esforço, edema de membros inferiores."
Hipotireoidismo (associada a gestação),"Manifesta-se com palpitações, edema de membros inferiores, síncope, tontura, falta de ar ao esforço."
Hipotireoidismo (sem complicações),"Inclui síncope, dor torácica, tontura, falta de ar ao esforço."
Hipotireoidismo (com complicações),"Manifesta-se com falta de ar ao esforço, tontura, palpitações, dor torácica, síncope, edema de membros inferiores."
Hipertireoidismo (aguda),"Acometido por tontura, palpitações, edema de membros inferiores."
Hipertireoidismo (crônica),"Acometido por falta de ar ao esforço, dor torácica, palpitações, tontura, síncope, edema de membros inferiores."
Hipertireoidismo (recorrente),"Acometido por falta de ar ao esforço, síncope, dor torácica, edema de membros inferiores, palpitações."
Hipertireoidismo (complicada),"Manifesta-se com palpitações, tontura, edema de membros inferiores, síncope."
Hipertireoidismo (associada a infecção bacteriana),"Sinais e sintomas: falta de ar ao esforço, tontura, palpitações, dor torácica, síncope."
Hipertireoidismo (associada a infecção viral),"Acometido por palpitações, síncope, falta de ar ao esforço, dor torácica."
Hipertireoidismo (pós-operatória),"Inclui síncope, palpitações, tontura."
Hipertireoidismo (idiopática),"Caracteriza-se por síncope, falta de ar ao esforço, tontura, dor torácica, palpitações, edema de membros inferiores."
Hipertireoidismo (grave),"Caracteriza-se por tontura, dor torácica, síncope, falta de ar ao esforço."
Hipertireoidismo (leve),"Acometido por tontura, falta de ar ao esforço, síncope, edema de membros inferiores, dor torácica."
Hipertireoidismo (moderada),"Acometido por tontura, falta de ar ao esforço, palpitações, edema de membros inferiores, dor torácica, síncope."
Hipertireoidismo (focal),"Manifesta-se com falta de ar ao esforço, edema de membros inferiores, tontura, dor torácica."
Hipertireoidismo (sistêmica),"Caracteriza-se por tontura, edema de membros inferiores, palpitações."
Hipertireoidismo (exacerbada),"Acometido por dor torácica, síncope, edema de membros inferiores."
Hipertireoidismo (controlada),"Manifesta-se com síncope, edema de membros inferiores, palpitações, tontura."
Hipertireoidismo (mal controlada),"Caracteriza-se por tontura, síncope, edema de membros inferiores."
Hipertireoidismo (associada a imunossupressão),"Inclui tontura, palpitações, falta de ar ao esforço, síncope, dor torácica, edema de membros inferiores."
Hipertireoidismo (associada a gestação),"Manifesta-se com tontura, palpitações, edema de membros inferiores, síncope, falta de ar ao esforço, dor torácica."
Hipertireoidismo (sem complicações),"Sinais e sintomas: palpitações, tontura, dor torácica, falta de ar ao esforço, edema de membros inferiores, síncope."
Hipertireoidismo (com complicações),"Manifesta-se com falta de ar ao esforço, dor torácica, palpitações."
Tireoidite De Hashimoto (aguda),"Sinais e sintomas: palpitações, edema de membros inferiores, dor torácica."
Tireoidite De Hashimoto (crônica),"Inclui dor torácica, tontura, falta de ar ao esforço, palpitações."
Tireoidite De Hashimoto (recorrente),"Sinais e sintomas: dor torácica, síncope, falta de ar ao esforço, tontura, edema de membros inferiores."
Tireoidite De Hashimoto (complicada),"Inclui edema de membros inferiores, palpitações, dor torácica, síncope, falta de ar ao esforço, tontura."
Tireoidite De Hashimoto (associada a infecção bacteriana),"Caracteriza-se por palpitações, dor torácica, falta de ar ao esforço, síncope."
Tireoidite De Hashimoto (associada a infecção viral),"Caracteriza-se por dor torácica, palpitações, falta de ar ao esforço."
Tireoidite De Hashimoto (pós-operatória),"Manifesta-se com tontura, síncope, falta de ar ao esforço, dor torácica, palpitações."
Tireoidite De Hashimoto (idiopática),"Caracteriza-se por falta de ar ao esforço, dor torácica, edema de membros inferiores, síncope, tontura, palpitações."
Tireoidite De Hashimoto (grave),"Manifesta-se com dor torácica, tontura, edema de membros inferiores, falta de ar ao esforço, palpitações, síncope."
Tireoidite De Hashimoto (leve),"Sinais e sintomas: falta de ar ao esforço, dor torácica, tontura, palpitações."
Tireoidite De Hashimoto (moderada),"Acometido por palpitações, edema de membros inferiores, tontura, falta de ar ao esforço, dor torácica, síncope."
Tireoidite De Hashimoto (focal),"Inclui edema de membros inferiores, tontura, síncope."
Tireoidite De Hashimoto (sistêmica),"Caracteriza-se por palpitações, edema de membros inferiores, dor torácica, síncope, falta de ar ao esforço, tontura."
Tireoidite De Hashimoto (exacerbada),"Inclui edema de membros inferiores, palpitações, tontura, falta de ar ao esforço, síncope."
Tireoidite De Hashimoto (controlada),"Caracteriza-se por palpitações, falta de ar ao esforço, dor torácica, edema de membros inferiores, síncope."
Tireoidite De Hashimoto (mal controlada),"Manifesta-se com palpitações, síncope, falta de ar ao esforço, tontura, edema de membros inferiores."
Tireoidite De Hashimoto (associada a imunossupressão),"Caracteriza-se por síncope, edema de membros inferiores, tontura, falta de ar ao esforço."
Tireoidite De Hashimoto (associada a gestação),"Inclui dor torácica, edema de membros inferiores, falta de ar ao esforço."
Tireoidite De Hashimoto (sem complicações),"Sinais e sintomas: tontura, síncope, falta de ar ao esforço."
Tireoidite De Hashimoto (com complicações),"Caracteriza-se por dor torácica, tontura, palpitações."
Intoxicação Por Álcool (aguda),"Acometido por dor torácica, tontura, síncope, falta de ar ao esforço, edema de membros inferiores."
Intoxicação Por Álcool (crônica),"Manifesta-se com tontura, palpitações, edema de membros inferiores."
Intoxicação Por Álcool (recorrente),"Caracteriza-se por edema de membros inferiores, dor torácica, síncope."
Intoxicação Por Álcool (complicada),"Sinais e sintomas: dor torácica, palpitações, síncope."
Intoxicação Por Álcool (associada a infecção bacteriana),"Caracteriza-se por tontura, dor torácica, síncope, falta de ar ao esforço, edema de membros inferiores."
Intoxicação Por Álcool (associada a infecção viral),"Manifesta-se com edema de membros inferiores, síncope, dor torácica, falta de ar ao esforço, palpitações, tontura."
Intoxicação Por Álcool (pós-operatória),"Inclui dor torácica, falta de ar ao esforço, edema de membros inferiores, tontura."
Intoxicação Por Álcool (idiopática),"Acometido por edema de membros inferiores, síncope, palpitações, falta de ar ao esforço, dor torácica."
Intoxicação Por Álcool (grave),"Inclui edema de membros inferiores, síncope, dor torácica, tontura."
Intoxicação Por Álcool (leve),"Acometido por falta de ar ao esforço, síncope, palpitações, tontura, dor torácica, edema de membros inferiores."
Intoxicação Por Álcool (moderada),"Sinais e sintomas: síncope, edema de membros inferiores, palpitações, falta de ar ao esforço, tontura."
Intoxicação Por Álcool (focal),"Sinais e sintomas: tontura, edema de membros inferiores, síncope, dor torácica."
Intoxicação Por Álcool (sistêmica),"Sinais e sintomas: síncope, tontura, falta de ar ao esforço, dor torácica, palpitações."
Intoxicação Por Álcool (exacerbada),"Acometido por síncope, dor torácica, tontura, falta de ar ao esforço, palpitações."
Intoxicação Por Álcool (controlada),"Sinais e sintomas: falta de ar ao esforço, palpitações, dor torácica, edema de membros inferiores, síncope, tontura."
Intoxicação Por Álcool (mal controlada),"Inclui palpitações, síncope, dor torácica, edema de membros inferiores."
Intoxicação Por Álcool (associada a imunossupressão),"Acometido por falta de ar ao esforço, dor torácica, edema de membros inferiores."
Intoxicação Por Álcool (associada a gestação),"Inclui edema de membros inferiores, palpitações, tontura, falta de ar ao esforço."
Intoxicação Por Álcool (sem complicações),"Manifesta-se com falta de ar ao esforço, síncope, edema de membros inferiores, dor torácica, palpitações."
Intoxicação Por Álcool (com complicações),"Caracteriza-se por edema de membros inferiores, síncope, palpitações, tontura."
Toxicidade Por Drogas (aguda),"Acometido por perda de sensibilidade, tontura, dor de cabeça."
Toxicidade Por Drogas (crônica),"Inclui crise convulsiva, tontura, dor de cabeça, perda de sensibilidade, confusão mental, visão turva."
Toxicidade Por Drogas (recorrente),"Inclui tontura, confusão mental, dor de cabeça."
Toxicidade Por Drogas (complicada),"Sinais e sintomas: dor de cabeça, perda de sensibilidade, crise convulsiva, visão turva, tontura, confusão mental."
Toxicidade Por Drogas (associada a infecção bacteriana),"Sinais e sintomas: perda de sensibilidade, crise convulsiva, tontura, confusão mental, visão turva."
Toxicidade Por Drogas (associada a infecção viral),"Manifesta-se com confusão mental, visão turva, dor de cabeça, crise convulsiva, tontura, perda de sensibilidade."
Toxicidade Por Drogas (pós-operatória),"Manifesta-se com dor de cabeça, crise convulsiva, perda de sensibilidade, tontura, confusão mental."
Toxicidade Por Drogas (idiopática),"Manifesta-se com confusão mental, perda de sensibilidade, dor de cabeça, tontura, visão turva."
Toxicidade Por Drogas (grave),"Manifesta-se com crise convulsiva, visão turva, dor de cabeça, perda de sensibilidade, confusão mental, tontura."
Toxicidade Por Drogas (leve),"Acometido por tontura, visão turva, perda de sensibilidade, dor de cabeça, confusão mental."
Toxicidade Por Drogas (moderada),"Sinais e sintomas: tontura, visão turva, perda de sensibilidade, dor de cabeça, crise convulsiva, confusão mental."
Toxicidade Por Drogas (focal),"Sinais e sintomas: dor de cabeça, visão turva, tontura, perda de sensibilidade, crise convulsiva, confusão mental."
Toxicidade Por Drogas (sistêmica),"Acometido por visão turva, dor de cabeça, perda de sensibilidade, confusão mental, tontura."
Toxicidade Por Drogas (exacerbada),"Manifesta-se com crise convulsiva, visão turva, confusão mental."
Toxicidade Por Drogas (controlada),"Caracteriza-se por dor de cabeça, tontura, perda de sensibilidade, visão turva."
Toxicidade Por Drogas (mal controlada),"Caracteriza-se por confusão mental, tontura, perda de sensibilidade, dor de cabeça, visão turva, crise convulsiva."
Toxicidade Por Drogas (associada a imunossupressão),"Caracteriza-se por tontura, perda de sensibilidade, dor de cabeça, visão turva, crise convulsiva, confusão mental."
Toxicidade Por Drogas (associada a gestação),"Manifesta-se com perda de sensibilidade, confusão mental, crise convulsiva."
Toxicidade Por Drogas (sem complicações),"Inclui confusão mental, visão turva, dor de cabeça, tontura, crise convulsiva."
Toxicidade Por Drogas (com complicações),"Acometido por visão turva, perda de sensibilidade, dor de cabeça, confusão mental, crise convulsiva, tontura."
Exposição Ocupacional (aguda),"Inclui poliúria, alteração no jato urinário, oligúria, dor lombar, urina turva, hematúria."
Exposição Ocupacional (crônica),"Sinais e sintomas: oligúria, alteração no jato urinário, hematúria, urina turva."
